owner,control,type,device,legacy_value,expected_class,status,note
lottie,_transform_flipY_effect_hover,choose,,,e-transform,verified,
lottie,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
lottie,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
lottie,_transform_scale_popover,popover_toggle,,,e-transform,verified,
lottie,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
lottie,_transform_skew_popover,popover_toggle,,,e-transform,verified,
lottie,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
lottie,_transform_translate_popover,popover_toggle,,,e-transform,verified,
lottie,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
lottie,align,choose,,,elementor-align-left,verified,
lottie,align_mobile,choose,mobile,,elementor-mobile-align-center,verified,
lottie,align_tablet,choose,tablet,,elementor-tablet-align-right,verified,
lottie,animation_duration,select,,,animated-slow,verified,
lottie,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
lottie,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
lottie,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
code-highlight,_element_width,select,,,elementor-widget__width-inherit,verified,
code-highlight,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
code-highlight,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
code-highlight,_position,select,,,elementor-absolute,verified,
code-highlight,_transform_flipX_effect,choose,,,e-transform,verified,
code-highlight,_transform_flipX_effect_hover,choose,,,e-transform,verified,
code-highlight,_transform_flipY_effect,choose,,,e-transform,verified,
code-highlight,_transform_flipY_effect_hover,choose,,,e-transform,verified,
code-highlight,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_scale_popover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_skew_popover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_translate_popover,popover_toggle,,,e-transform,verified,
code-highlight,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
code-highlight,animation_duration,select,,,animated-slow,verified,
code-highlight,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
code-highlight,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
code-highlight,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
video-playlist,_element_width,select,,,elementor-widget__width-inherit,verified,
video-playlist,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
video-playlist,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
video-playlist,_position,select,,,elementor-absolute,verified,
video-playlist,_transform_flipX_effect,choose,,,e-transform,verified,
video-playlist,_transform_flipX_effect_hover,choose,,,e-transform,verified,
video-playlist,_transform_flipY_effect,choose,,,e-transform,verified,
video-playlist,_transform_flipY_effect_hover,choose,,,e-transform,verified,
video-playlist,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_scale_popover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_skew_popover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_translate_popover,popover_toggle,,,e-transform,verified,
video-playlist,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
video-playlist,animation_duration,select,,,animated-slow,verified,
video-playlist,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
video-playlist,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
video-playlist,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
video-playlist,tabs_alignment,choose,,,elementor-layout-start,verified,
video-playlist,tabs_direction,hidden,,,e-tabs-view-horizontal,verified,
paypal-button,_element_width,select,,,elementor-widget__width-inherit,verified,
paypal-button,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
paypal-button,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
paypal-button,_position,select,,,elementor-absolute,verified,
paypal-button,_transform_flipX_effect,choose,,,e-transform,verified,
paypal-button,_transform_flipX_effect_hover,choose,,,e-transform,verified,
paypal-button,_transform_flipY_effect,choose,,,e-transform,verified,
paypal-button,_transform_flipY_effect_hover,choose,,,e-transform,verified,
paypal-button,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_scale_popover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_skew_popover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_translate_popover,popover_toggle,,,e-transform,verified,
paypal-button,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
paypal-button,align,choose,,,elementor-align-left,verified,
paypal-button,align_mobile,choose,mobile,,elementor-mobile-align-center,verified,
paypal-button,align_tablet,choose,tablet,,elementor-tablet-align-right,verified,
paypal-button,animation_duration,select,,,animated-slow,verified,
paypal-button,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
paypal-button,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
paypal-button,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
stripe-button,_element_width,select,,,elementor-widget__width-inherit,verified,
stripe-button,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
stripe-button,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
stripe-button,_position,select,,,elementor-absolute,verified,
stripe-button,_transform_flipX_effect,choose,,,e-transform,verified,
stripe-button,_transform_flipX_effect_hover,choose,,,e-transform,verified,
stripe-button,_transform_flipY_effect,choose,,,e-transform,verified,
stripe-button,_transform_flipY_effect_hover,choose,,,e-transform,verified,
stripe-button,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_scale_popover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_skew_popover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_translate_popover,popover_toggle,,,e-transform,verified,
stripe-button,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
stripe-button,align,choose,,,elementor-align-left,verified,
stripe-button,align_mobile,choose,mobile,,elementor-mobile-align-center,verified,
stripe-button,align_tablet,choose,tablet,,elementor-tablet-align-right,verified,
stripe-button,animation_duration,select,,,animated-slow,verified,
stripe-button,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
stripe-button,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
stripe-button,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
progress-tracker,_element_width,select,,,elementor-widget__width-inherit,verified,
progress-tracker,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
progress-tracker,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
progress-tracker,_position,select,,,elementor-absolute,verified,
progress-tracker,_transform_flipX_effect,choose,,,e-transform,verified,
progress-tracker,_transform_flipX_effect_hover,choose,,,e-transform,verified,
progress-tracker,_transform_flipY_effect,choose,,,e-transform,verified,
progress-tracker,_transform_flipY_effect_hover,choose,,,e-transform,verified,
progress-tracker,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_scale_popover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_scale_popover_hover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_skew_popover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_skew_popover_hover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_translate_popover,popover_toggle,,,e-transform,verified,
progress-tracker,_transform_translate_popover_hover,popover_toggle,,,e-transform,verified,
progress-tracker,animation_duration,select,,,animated-slow,verified,
progress-tracker,hide_desktop,switcher,,,elementor-hidden-desktop,verified,
progress-tracker,hide_mobile,switcher,,,elementor-hidden-mobile,verified,
progress-tracker,hide_tablet,switcher,,,elementor-hidden-tablet,verified,
mega-menu,_element_width,select,,,elementor-widget__width-inherit,verified,
mega-menu,_element_width_mobile,select,mobile,,elementor-widget-mobile__width-auto,verified,
mega-menu,_element_width_tablet,select,tablet,,elementor-widget-tablet__width-initial,verified,
mega-menu,_position,select,,,elementor-absolute,verified,
mega-menu,_transform_flipX_effect,choose,,,e-transform,verified,
mega-menu,_transform_flipX_effect_hover,choose,,,e-transform,verified,
mega-menu,_transform_flipY_effect,choose,,,e-transform,verified,
mega-menu,_transform_flipY_effect_hover,choose,,,e-transform,verified,
mega-menu,_transform_rotate_popover,popover_toggle,,,e-transform,verified,
mega-menu,_transform_rotate_popover_hover,popover_toggle,,,e-transform,verified,
